"Variable.Name","Variable.Description","Data.File.Name","Data.File.Description","Begin.Year","EndYear","Component","Use.Constraints"
"OHD04LAS","Loss of Attachment:  Upper right 2nd bicuspid/2nd primary molar (2B) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD04CJD","Loss of Attachment: Upper right 2nd bicuspid/2nd primary molar (2B) distal - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD04PCD","Loss of Attachment: Upper right 2nd bicuspid/2nd primary molar (2B) distal - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD04LAD","Loss of Attachment:  Upper right 2nd bicuspid/2nd primary molar (2B) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD05CJM","Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD05PCM","Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD05LAM","Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mid-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD05CJS","Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD05PCS","Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD05LAS","Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD05CJD","Loss of Attachment: Upper right 1st bicuspid/1st primary molar (1B) distal - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD05PCD","Loss of Attachment: Upper right 1st bicuspid/1st primary molar (1B) distal - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD05LAD","Loss of Attachment:  Upper right 1st bicuspid/1st primary molar (1B) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD06CJM","Loss of Attachment:  Upper right cuspid (C) mid-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD06PCM","Loss of Attachment:  Upper right cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD06LAM","Loss of Attachment:  Upper right cuspid (C) mid-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD06CJS","Loss of Attachment:  Upper right cuspid (C) mesio-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD06PCS","Loss of Attachment:  Upper right cuspid (C) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD06LAS","Loss of Attachment:  Upper right cuspid (C) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD06CJD","Loss of Attachment: Upper right cuspid (C) distal - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD06PCD","Loss of Attachment: Upper right cuspid (C) distal - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD06LAD","Loss of Attachment:  Upper right cuspid (C) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD07CJM","Loss of Attachment:  Upper right lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD07PCM","Loss of Attachment:  Upper right lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD07LAM","Loss of Attachment:  Upper right lateral incisor (LI) mid-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD07CJS","Loss of Attachment:  Upper right lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD07PCS","Loss of Attachment:  Upper right lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD07LAS","Loss of Attachment:  Upper right lateral incisor (LI) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD07CJD","Loss of Attachment: Upper right lateral incisor (LI) distal - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD07PCD","Loss of Attachment: Upper right lateral incisor (LI) distal - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD07LAD","Loss of Attachment:  Upper right lateral incisor (LI) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD08CJM","Loss of Attachment:  Upper right central incisor (CI) mid-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD08PCM","Loss of Attachment:  Upper right central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD08LAM","Loss of Attachment:  Upper right central incisor (CI) mid-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD08CJS","Loss of Attachment:  Upper right central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD08PCS","Loss of Attachment:  Upper right central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD08LAS","Loss of Attachment:  Upper right central incisor (CI) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD08CJD","Loss of Attachment: Upper right central incisor (CI) distal - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD08PCD","Loss of Attachment: Upper right central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD08LAD","Loss of Attachment:  Upper right central incisor (CI) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD15CJM","Loss of Attachment:  Upper left 2nd molar (2M) mid-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD15PCM","Loss of Attachment:  Upper left 2nd molar (2M) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD15LAM","Loss of Attachment:  Upper left 2nd molar (2M) mid-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD15CJS","Loss of Attachment:  Upper left 2nd molar (2M) mesio-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD15PCS","Loss of Attachment:  Upper left 2nd molar (2M) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD15LAS","Loss of Attachment:  Upper left 2nd molar (2M) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD15CJD","Loss of Attachment: Upper left 2nd molar (2M) distal - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD15PCD","Loss of Attachment: Upper left 2nd molar (2M) distal - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD15LAD","Loss of Attachment:  Upper left 2nd molar (2M) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD14CJM","Loss of Attachment:  Upper left 1st molar (1M) mid-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD14PCM","Loss of Attachment:  Upper left 1st molar (1M) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD14LAM","Loss of Attachment:  Upper left 1st molar (1M) mid-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD14CJS","Loss of Attachment:  Upper left 1st molar (1M) mesio-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD14PCS","Loss of Attachment:  Upper left 1st molar (1M) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD14LAS","Loss of Attachment:  Upper left 1st molar (1M) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD14CJD","Loss of Attachment: Upper left 1st molar (1M) distal - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD14PCD","Loss of Attachment: Upper left 1st molar (1M) distal - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD14LAD","Loss of Attachment:  Upper left 1st molar (1M) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD13CJM","Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD13PCM","Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD13LAM","Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mid-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD13CJS","Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD13PCS","Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD13LAS","Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD13CJD","Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) distal - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD13PCD","Loss of Attachment: Upper left 2nd bicuspid/2nd primary molar (2B) distal - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD13LAD","Loss of Attachment:  Upper left 2nd bicuspid/2nd primary molar (2B) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD12CJM","Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mid-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD12PCM","Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD12LAM","Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mid-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD12CJS","Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD12PCS","Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD12LAS","Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD12CJD","Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) distal - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD12PCD","Loss of Attachment: Upper left 1st bicuspid/1st primary molar (1B) distal - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD12LAD","Loss of Attachment:  Upper left 1st bicuspid/1st primary molar (1B) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD11CJM","Loss of Attachment:  Upper left cuspid (C) mid-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD11PCM","Loss of Attachment:  Upper left cuspid (C) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD11LAM","Loss of Attachment:  Upper left cuspid (C) mid-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD11CJS","Loss of Attachment:  Upper left cuspid (C) mesio-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD11PCS","Loss of Attachment:  Upper left cuspid (C) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD11LAS","Loss of Attachment:  Upper left cuspid (C) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD11CJD","Loss of Attachment: Upper left cuspid (C) distal - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD11PCD","Loss of Attachment: Upper left cuspid (C) distal - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD11LAD","Loss of Attachment:  Upper left cuspid (C) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD10CJM","Loss of Attachment:  Upper left lateral incisor (LI) mid-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD10PCM","Loss of Attachment:  Upper left lateral incisor (LI) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD10LAM","Loss of Attachment:  Upper left lateral incisor (LI) mid-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD10CJS","Loss of Attachment:  Upper left lateral incisor (LI) mesio-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD10PCS","Loss of Attachment:  Upper left lateral incisor (LI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD10LAS","Loss of Attachment:  Upper left lateral incisor (LI) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD10CJD","Loss of Attachment: Upper left lateral incisor (LI) distal - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD10PCD","Loss of Attachment: Upper left lateral incisor (LI) distal - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD10LAD","Loss of Attachment:  Upper left lateral incisor (LI) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD09CJM","Loss of Attachment:  Upper left central incisor (CI) mid-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD09PCM","Loss of Attachment:  Upper left central incisor (CI) mid-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD09LAM","Loss of Attachment:  Upper left central incisor (CI) mid-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD09CJS","Loss of Attachment:  Upper left central incisor (CI) mesio-facial - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD09PCS","Loss of Attachment:  Upper left central incisor (CI) mesio-facial - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD09LAS","Loss of Attachment:  Upper left central incisor (CI) mesio-facial - Level of attachment calculation of :  (FGM to sulcus base measurement) - (FGM to CEJ measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD09CJD","Loss of Attachment: Upper left central incisor (CI) distal - FGM to CEJ measurement (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD09PCD","Loss of Attachment: Upper left central incisor (CI) distal - FGM to sulcus base (pocket depth) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHD09LAD","Loss of Attachment:  Upper left central incisor (CI) distal - Calculation of :  (FGM to CEJ measurement) - (FGM to sulcus base measurement) (mm)","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX02BPD","Periodontal bleeding from probing: Upper right 2nd molar-distal site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX02BPM","Periodontal bleeding from probing: Upper right 2nd molar-midfacial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX02BPS","Periodontal bleeding from probing: Upper right 2nd molar-mesial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX03BPD","Periodontal bleeding from probing: Upper right 1st molar-distal site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX03BPM","Periodontal bleeding from probing: Upper right 1st molar-midfacial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX03BPS","Periodontal bleeding from probing: Upper right 1st molar-mesial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX04BPD","Periodontal bleeding from probing: Upper right 2nd bicuspid-distal site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX04BPM","Periodontal bleeding from probing: Upper right 2nd bicuspid-midfacial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX04BPS","Periodontal bleeding from probing: Upper right 2nd bicuspid-mesial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX05BPD","Periodontal bleeding from probing: Upper right 1st bicuspid-distal site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX05BPM","Periodontal bleeding from probing: Upper right 1st bicuspid-midfacial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX05BPS","Periodontal bleeding from probing: Upper right 1st bicuspid-mesial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX06BPD","Periodontal bleeding from probing: Upper right cuspid-distal site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX06BPM","Periodontal bleeding from probing: Upper right cuspid-midfacial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX06BPS","Periodontal bleeding from probing: Upper right cuspid-mesial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX07BPD","Periodontal bleeding from probing: Upper right lateral incisor-distal site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX07BPM","Periodontal bleeding from probing: Upper right lateral incisor-midfacial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX07BPS","Periodontal bleeding from probing: Upper right lateral incisor-mesial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX08BPD","Periodontal bleeding from probing: Upper right central incisor-distal site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX08BPM","Periodontal bleeding from probing: Upper right central incisor-midfacial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX08BPS","Periodontal bleeding from probing: Upper right central incisor-mesial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX15BPD","Periodontal bleeding from probing: Upper left 2nd molar-distal site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX15BPM","Periodontal bleeding from probing: Upper left 2nd molar-midfacial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX15BPS","Periodontal bleeding from probing: Upper left 2nd molar-mesial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX14BPD","Periodontal bleeding from probing: Upper left 1st molar-distal site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX14BPM","Periodontal bleeding from probing: Upper left 1st molar-midfacial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX14BPS","Periodontal bleeding from probing: Upper left 1st molar-mesial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX13BPD","Periodontal bleeding from probing: Upper left 2nd bicuspid-distal site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX13BPM","Periodontal bleeding from probing: Upper left 2nd bicuspid-midfacial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX13BPS","Periodontal bleeding from probing: Upper left 2nd bicuspid-mesial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX12BPD","Periodontal bleeding from probing: Upper left 1st bicuspid-distal site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX12BPM","Periodontal bleeding from probing: Upper left 1st bicuspid-midfacial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX12BPS","Periodontal bleeding from probing: Upper left 1st bicuspid-mesial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX11BPD","Periodontal bleeding from probing: Upper left cuspid-distal site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX11BPM","Periodontal bleeding from probing: Upper left cuspid-midfacial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX11BPS","Periodontal bleeding from probing: Upper left cuspid-mesial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX10BPD","Periodontal bleeding from probing: Upper left lateral incisor-distal site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX10BPM","Periodontal bleeding from probing: Upper left lateral incisor-midfacial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
"OHX10BPS","Periodontal bleeding from probing: Upper left lateral incisor-mesial site","OHXPRU_B","Oral Health - Periodontal/Upper",2001,2002,"Examination","None"
