Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
OHX19TC,Tooth Count:  Lower left 1st molar (1M),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX18TC,Tooth Count:  Lower left 2nd molar (2M),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX17TC,Tooth Count:  Lower left 3rd molar (3M),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX25TC,Tooth Count:  Lower right central incisor (CI),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX26TC,Tooth Count:  Lower right lateral incisor (LI),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX27TC,Tooth Count:  Lower right cuspid (C),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX28TC,Tooth Count:  Lower right 1st bicuspid/1st primary molar (1B),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX29TC,Tooth Count:  Lower right 2nd bicuspid/2nd primary molar (2B),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX30TC,Tooth Count:  Lower right 1st molar (1M),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX31TC,Tooth Count:  Lower right 2nd molar (2M),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX32TC,Tooth Count:  Lower right 3rd molar (3M),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHXIMP,Tooth Count:  Ever had a tooth replaced with a surgical implant?,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHXEDEN,Tooth Count:  Edentulous,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX08CTC,Coronal Caries:  Upper right central incisor (CI) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX08CSC,Coronal Caries:  Upper right central incisor (CI) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX07CTC,Coronal Caries:  Upper right lateral incisor (LI) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX07CSC,Coronal Caries:  Upper right lateral incisor (LI) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX06CTC,Coronal Caries:  Upper right cuspid (C) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX06CSC,Coronal Caries:  Upper right cuspid (C) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX05CTC,Coronal Caries:  Upper right 1st bicuspid/1st primary molar (1B) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX05CSC,Coronal Caries:  Upper right 1st biscuspid/1st primary molar (1B) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX04CTC,Coronal Caries:  Upper right 2nd bicuspid/2nd primary molar (2B) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX04CSC,Coronal Caries:  Upper right 2nd bicuspid/2nd primary molar (2B) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX03CTC,Coronal Caries:  Upper right 1st molar (1M) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX03CSC,Coronal Caries:  Upper right 1st molar (1M) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX02CTC,Coronal Caries:  Upper right 2nd molar (2M) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX02CSC,Coronal Caries:  Upper right 2nd molar (2M) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX09CTC,Coronal Caries:  Upper left central incisor (CI) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX09CSC,Coronal Caries:  Upper left central incisor (CI) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX10CTC,Coronal Caries:  Upper left lateral incisor (LI) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX10CSC,Coronal Caries:  Upper left lateral incisor (LI) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX11CTC,Coronal Caries:  Upper left cuspid (C) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX11CSC,Coronal Caries:  Upper left cuspid (C) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX12CTC,Coronal Caries:  Upper left 1st bicuspid/1st primary molar (1B) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX12CSC,Coronal Caries:  Upper left 1st bicuspid/1st primary molar (1B) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX13CTC,Coronal Caries:  Upper left 2nd bicuspid/2nd primary molar (2B) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX13CSC,Coronal Caries:  Upper left 2nd bicuspid/2nd primary molar (2B) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX14CTC,Coronal Caries:  Upper left 1st molar (1M) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX14CSC,Coronal Caries:  Upper left 1st molar (1M) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX15CTC,Coronal Caries:  Upper left 2nd molar (2M) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX15CSC,Coronal Caries:  Upper left 2nd molar (2M) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX24CTC,Coronal Caries:  Lower left central incisor (CI) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX24CSC,Coronal Caries:  Lower left central incisor (CI) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX23CTC,Coronal Caries:  Lower left lateral incisor (LI) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX23CSC,Coronal Caries:  Lower left lateral incisor (LI) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX22CTC,Coronal Caries:  Lower left cuspid (C) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX22CSC,Coronal Caries:  Lower left cuspid (C) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX21CTC,Coronal Caries:  Lower left 1st bicuspid/1st primary molar (1B) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX21CSC,Coronal Caries:  Lower left 1st bicuspid/1st primary molar (1B) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX20CTC,Coronal Caries:  Lower left 2nd bicuspid/2nd primary molar (2B) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX20CSC,Coronal Caries:  Lower left 2nd bicuspid/2nd primary molar (2B) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX19CTC,Coronal Caries:  Lower left 1st molar (1M) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX19CSC,Coronal Caries:  Lower left 1st molar (1M) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX18CTC,Coronal Caries:  Lower left 2nd molar (2M) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX18CSC,Coronal Caries:  Lower left 2nd molar (2M) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX25CTC,Coronal Caries:  Lower right central incisor (CI) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX25CSC,Coronal Caries:  Lower right central incisor (CI) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX26CTC,Coronal Caries:  Lower right lateral incisor (LI) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX26CSC,Coronal Caries:  Lower right lateral incisor (LI) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX27CTC,Coronal Caries:  Lower right cuspid (C) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX27CSC,Coronal Caries:  Lower right cuspid (C) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX28CTC,Coronal Caries:  Lower right 1st bicuspid/1st primary molar (1B) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX28CSC,Coronal Caries:  Lower right 1st bicuspid/1st primary molar (1B) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX29CTC,Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX29CSC,Coronal Caries:  Lower right 2nd bicuspid/2nd primary molar (2B) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX30CTC,Coronal Caries:  Lower right 1st molar (1M) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX30CSC,Coronal Caries:  Lower right 1st molar (1M) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX31CTC,Coronal Caries:  Lower right 2nd molar (2M) tooth code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX31CSC,Coronal Caries:  Lower right 2nd molar (2M) surface calls,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHXRCAR,Root Caries:  Whole mouth root caries,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHXRRES,Root Caries:  Whole mouth root restorations,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX07SE,Dental Sealants:  Upper right lateral incisor (LI) sealant codes,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX05SE,Dental Sealants:  Upper right 1st biscuspid/1st primary molar (1B) sealant codes,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX04SE,Dental Sealants:  Upper right 2nd biscuspid/2nd primary molar (2B) sealant codes,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX03SE,Dental Sealants:  Upper right 1st molar (1M) sealant codes,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX02SE,Dental Sealants:  Upper right 2nd molar (2M) sealant codes,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX10SE,Dental Sealants:  Upper left lateral incisor (LI) sealant codes,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX12SE,Dental Sealants:  Upper left 1st biscuspid/1st primary molar (1B) sealant codes,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX13SE,Dental Sealants:  Upper left 2nd bicuspid/2nd primary molar (2B) sealant codes,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX14SE,Dental Sealants:  Upper left 1st molar (1M) sealant codes,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX15SE,Dental Sealants:  Upper left 2nd molar (2M) sealant codes,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX21SE,Dental Sealants:  Lower left 1st bicuspid/1st primary molar (1B) sealant codes,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX20SE,Dental Sealants:  Lower left 2nd bicuspid/2nd primary molar (2B) sealant codes,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX19SE,Dental Sealants:  Lower left 1st molar (1M) sealant codes,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX18SE,Dental Sealants:  Lower left 2nd molar (2M) sealant codes,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX28SE,Dental Sealants:  Lower right 1st bicuspid/1st primary molar (1B) sealant codes,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX29SE,Dental Sealants:  Lower right 2nd bicuspid/2nd primary molar (2B) sealant codes,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX30SE,Dental Sealants:  Lower right 1st molar (1M) sealant codes,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX31SE,Dental Sealants:  Lower right 2nd molar (2M) sealant codes,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX08DI,Fluorosis Deans Index:  Upper right central incisor (CI),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX07DI,Fluorosis Deans Index:  Upper right lateral incisor (LI),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX06DI,Fluorosis Deans Index:  Upper right cuspid (C),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX05DI,Fluorosis Deans Index:  Upper right 1st bicuspid/1st primary molar (1B),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX04DI,Fluorosis Deans Index:  Upper right 2nd bicuspid/2nd primary molar (2B),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX03DI,Fluorosis Deans Index:  Upper right 1st molar (1M),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX02DI,Fluorosis Deans Index:  Upper right 2nd molar (2M),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX09DI,Fluorosis Deans Index:  Upper left central incisor (CI),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX10DI,Fluorosis Deans Index:  Upper left lateral incisor (LI),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX11DI,Fluorosis Deans Index:  Upper left cuspid (C),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX12DI,Fluorosis Deans Index:  Upper left 1st bicuspid/1st primary molar (1B),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX13DI,Fluorosis Deans Index:  Upper left 2nd bicuspid/2nd primary molar (2B),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX14DI,Fluorosis Deans Index:  Upper left 1st molar (1M),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX15DI,Fluorosis Deans Index:  Upper left 2nd molar (2M),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX24DI,Fluorosis Deans Index:  Lower left central incisor (CI),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX23DI,Fluorosis Deans Index:  Lower left lateral incisor (LI),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX22DI,Fluorosis Deans Index:  Lower left cuspid (C),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX21DI,Fluorosis Deans Index:  Lower left 1st bicuspid/1st primary molar (1B),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX20DI,Fluorosis Deans Index:  Lower left 2nd bicuspid/2nd primary molar (2B),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX19DI,Fluorosis Deans Index:  Lower left 1st molar (1M),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX18DI,Fluorosis Deans Index:  Lower left 2nd molar (2M),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX25DI,Fluorosis Deans Index:  Lower right central incisor (CI),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX26DI,Fluorosis Deans Index:  Lower right lateral incisor (LI),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX27DI,Fluorosis Deans Index:  Lower right cuspid (C),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX28DI,Fluorosis Deans Index:  Lower right 1st bicuspid/1st primary molar (1B),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX29DI,Fluorosis Deans Index:  Lower right 2nd bicuspid/2nd primary molar (2B),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX30DI,Fluorosis Deans Index:  Lower right 1st molar (1M),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX31DI,Fluorosis Deans Index:  Lower right 2nd molar (2M),OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX08TR,Incisor Trauma: Upper right central incisor (CI) traumatic injury code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX07TR,Incisor Trauma: Upper right lateral incisor (LI) traumatic injury code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX09TR,Incisor Trauma: Upper left central incisor (CI) traumatic injury code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX10TR,Incisor Trauma: Upper left lateral incisor (LI) traumatic injury code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX24TR,Incisor Trauma: Lower left central incisor (CI) traumatic injury code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX23TR,Incisor Trauma: Lower left lateral incisor (LI) traumatic injury code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX25TR,Incisor Trauma: Lower right central incisor (CI) traumatic injury code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
OHX26TR,Incisor Trauma: Lower right lateral incisor (LI) traumatic injury code,OHXDENT,Oral Health - Dentition,1999,2000,Examination,None
SEQN,Respondent sequence number.,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHAEXSTS,Overall Oral Health Exam Status,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHASCST3,Dentition Status Code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD08TC,Tooth Count:  Upper right central incisor (CI),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD07TC,Tooth Count:  Upper right lateral incisor (LI),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD06TC,Tooth Count:  Upper right cuspid (C),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD05TC,Tooth Count:  Upper right 1st bicuspid/1st primary molar (1B),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD04TC,Tooth Count:  Upper right 2nd bicuspid/2nd primary molar (2B),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD03TC,Tooth Count:  Upper right 1st molar (1M),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD02TC,Tooth Count:  Upper right 2nd molar (2M),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD01TC,Tooth Count:  Upper right 3rd molar (3M),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD09TC,Tooth Count:  Upper left central incisor (CI),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD10TC,Tooth Count:  Upper left lateral incisor (LI),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD11TC,Tooth Count:  Upper left cuspid (C),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD12TC,Tooth Count:  Upper left 1st bicuspid/1st primary molar (1B),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD13TC,Tooth Count:  Upper left 2nd bicuspid/2nd primary molar (2B),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD14TC,Tooth Count:  Upper left 1st molar (1M),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD15TC,Tooth Count:  Upper left 2nd molar (2M),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD16TC,Tooth Count:  Upper left 3rd molar (3M),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD24TC,Tooth Count:  Lower left central incisor (CI),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD23TC,Tooth Count:  Lower left lateral incisor (LI),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD22TC,Tooth Count:  Lower left cuspid (C),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD21TC,Tooth Count:  Lower left 1st bicuspid/1st primary molar (1B),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD20TC,Tooth Count:  Lower left 2nd bicuspid/2nd primary molar (2B),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD19TC,Tooth Count:  Lower left 1st molar (1M),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD18TC,Tooth Count:  Lower left 2nd molar (2M),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD17TC,Tooth Count:  Lower left 3rd molar (3M),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD25TC,Tooth Count:  Lower right central incisor (CI),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD26TC,Tooth Count:  Lower right lateral incisor (LI),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD27TC,Tooth Count:  Lower right cuspid (C),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD28TC,Tooth Count:  Lower right 1st bicuspid/1st primary molar (1B),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD29TC,Tooth Count:  Lower right 2nd bicuspid/2nd primary molar (2B),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD30TC,Tooth Count:  Lower right 1st molar (1M),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD31TC,Tooth Count:  Lower right 2nd molar (2M),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD32TC,Tooth Count:  Lower right 3rd molar (3M),OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHXIMP,Tooth Count:  Ever had a tooth replaced with a surgical implant?,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHXEDEN,Tooth Count:  Edentulous,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD08CTC,Coronal Caries:  Upper right central incisor (CI) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD08CSC,Coronal Caries:  Upper right central incisor (CI) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD07CTC,Coronal Caries:  Upper right lateral incisor (LI) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD07CSC,Coronal Caries:  Upper right lateral incisor (LI) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD06CTC,Coronal Caries:  Upper right cuspid (C) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD06CSC,Coronal Caries:  Upper right cuspid (C) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD05CTC,Coronal Caries:  Upper right 1st bicuspid/1st primary molar (1B) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD05CSC,Coronal Caries:  Upper right 1st biscuspid/1st primary molar (1B) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD04CTC,Coronal Caries:  Upper right 2nd bicuspid/2nd primary molar (2B) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD04CSC,Coronal Caries:  Upper right 2nd bicuspid/2nd primary molar (2B) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD03CTC,Coronal Caries:  Upper right 1st molar (1M) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD03CSC,Coronal Caries:  Upper right 1st molar (1M) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD02CTC,Coronal Caries:  Upper right 2nd molar (2M) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD02CSC,Coronal Caries:  Upper right 2nd molar (2M) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD09CTC,Coronal Caries:  Upper left central incisor (CI) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD09CSC,Coronal Caries:  Upper left central incisor (CI) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD10CTC,Coronal Caries:  Upper left lateral incisor (LI) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD10CSC,Coronal Caries:  Upper left lateral incisor (LI) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD11CTC,Coronal Caries:  Upper left cuspid (C) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD11CSC,Coronal Caries:  Upper left cuspid (C) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD12CTC,Coronal Caries:  Upper left 1st bicuspid/1st primary molar (1B) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD12CSC,Coronal Caries:  Upper left 1st bicuspid/1st primary molar (1B) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD13CTC,Coronal Caries:  Upper left 2nd bicuspid/2nd primary molar (2B) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD13CSC,Coronal Caries:  Upper left 2nd bicuspid/2nd primary molar (2B) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD14CTC,Coronal Caries:  Upper left 1st molar (1M) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD14CSC,Coronal Caries:  Upper left 1st molar (1M) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD15CTC,Coronal Caries:  Upper left 2nd molar (2M) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD15CSC,Coronal Caries:  Upper left 2nd molar (2M) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD24CTC,Coronal Caries:  Lower left central incisor (CI) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD24CSC,Coronal Caries:  Lower left central incisor (CI) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD23CTC,Coronal Caries:  Lower left lateral incisor (LI) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD23CSC,Coronal Caries:  Lower left lateral incisor (LI) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD22CTC,Coronal Caries:  Lower left cuspid (C) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD22CSC,Coronal Caries:  Lower left cuspid (C) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD21CTC,Coronal Caries:  Lower left 1st bicuspid/1st primary molar (1B) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD21CSC,Coronal Caries:  Lower left 1st bicuspid/1st primary molar (1B) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD20CTC,Coronal Caries:  Lower left 2nd bicuspid/2nd primary molar (2B) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD20CSC,Coronal Caries:  Lower left 2nd bicuspid/2nd primary molar (2B) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD19CTC,Coronal Caries:  Lower left 1st molar (1M) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD19CSC,Coronal Caries:  Lower left 1st molar (1M) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD18CTC,Coronal Caries:  Lower left 2nd molar (2M) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD18CSC,Coronal Caries:  Lower left 2nd molar (2M) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD25CTC,Coronal Caries:  Lower right central incisor (CI) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD25CSC,Coronal Caries:  Lower right central incisor (CI) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD26CTC,Coronal Caries:  Lower right lateral incisor (LI) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD26CSC,Coronal Caries:  Lower right lateral incisor (LI) surface calls,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
OHD27CTC,Coronal Caries:  Lower right cuspid (C) tooth code,OHXDEN_B,Oral Health - Dentition,2001,2002,Examination,None
